Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_5	GO:0001701~in utero embryonic development	11	1.8803418803418803	0.05026240864264991	ENSG00000127616, ENSG00000141030, ENSG00000186260, ENSG00000101773, ENSG00000169946, ENSG00000142784, ENSG00000108753, ENSG00000113721, ENSG00000152422, ENSG00000073536, ENSG00000162769	386	176	12292	1.9902849740932642	1.0	0.9653234003744563	55.919632769723535
GOTERM_BP_5	GO:0045835~negative regulation of meiosis	2	0.3418803418803419	0.06166382090808173	ENSG00000099985, ENSG00000128342	386	2	12292	31.84455958549223	1.0	0.9798576415831021	63.61449183905818
GOTERM_BP_5	GO:0001826~inner cell mass cell differentiation	2	0.3418803418803419	0.06166382090808173	ENSG00000108753, ENSG00000073536	386	2	12292	31.84455958549223	1.0	0.9798576415831021	63.61449183905818
GOTERM_BP_5	GO:0045919~positive regulation of cytolysis	2	0.3418803418803419	0.06166382090808173	ENSG00000155876, ENSG00000089041	386	2	12292	31.84455958549223	1.0	0.9798576415831021	63.61449183905818
GOTERM_BP_5	GO:0044267~cellular protein metabolic process	87	14.871794871794872	0.06318979072398652	ENSG00000169071, ENSG00000167880, ENSG00000171617, ENSG00000116030, ENSG00000113643, ENSG00000132323, ENSG00000089195, ENSG00000100034, ENSG00000103264, ENSG00000101336, ENSG00000106397, ENSG00000156482, ENSG00000136770, ENSG00000106927, ENSG00000124802, ENSG00000176386, ENSG00000166170, ENSG00000158079, ENSG00000134318, ENSG00000171421, ENSG00000115977, ENSG00000119760, ENSG00000179115, ENSG00000135845, ENSG00000128268, ENSG00000019582, ENSG00000089022, ENSG00000087303, ENSG00000111328, ENSG00000129559, ENSG00000148719, ENSG00000156983, ENSG00000141552, ENSG00000161243, ENSG00000100304, ENSG00000110514, ENSG00000069869, ENSG00000149100, ENSG00000104365, ENSG00000104131, ENSG00000170881, ENSG00000099985, ENSG00000197345, ENSG00000097046, ENSG00000113721, ENSG00000130811, ENSG00000150753, ENSG00000110711, ENSG00000137547, ENSG00000142949, ENSG00000170312, ENSG00000159202, ENSG00000140992, ENSG00000108375, ENSG00000162736, ENSG00000143674, ENSG00000183943, ENSG00000091436, ENSG00000109270, ENSG00000063761, ENSG00000106462, ENSG00000185238, ENSG00000162889, ENSG00000138411, ENSG00000132334, ENSG00000204394, ENSG00000188130, ENSG00000136231, ENSG00000204220, ENSG00000126562, ENSG00000070495, ENSG00000089041, ENSG00000182247, ENSG00000177565, ENSG00000082074, ENSG00000141570, ENSG00000158402, ENSG00000100462, ENSG00000185627, ENSG00000177981, ENSG00000180008, ENSG00000104312, ENSG00000101126, ENSG00000184343, ENSG00000198363, ENSG00000166226, ENSG00000173141	386	2355	12292	1.1764232203557639	1.0	0.9772297090498107	64.5431172048724
GOTERM_BP_5	GO:0042981~regulation of apoptosis	34	5.811965811965812	0.06662284467730209	ENSG00000104365, ENSG00000011332, ENSG00000175467, ENSG00000089486, ENSG00000164978, ENSG00000142949, ENSG00000124802, ENSG00000133884, ENSG00000170312, ENSG00000162736, ENSG00000091436, ENSG00000181019, ENSG00000187325, ENSG00000118689, ENSG00000196954, ENSG00000142856, ENSG00000165392, ENSG00000067560, ENSG00000131747, ENSG00000188428, ENSG00000019582, ENSG00000089041, ENSG00000136156, ENSG00000079246, ENSG00000003400, ENSG00000100485, ENSG00000101126, ENSG00000104312, ENSG00000160570, ENSG00000152422, ENSG00000115904, ENSG00000110514, ENSG00000124126, ENSG00000162604	386	804	12292	1.346660479983502	1.0	0.977285871787054	66.55173676906492
GOTERM_BP_5	GO:0032268~regulation of cellular protein metabolic process	22	3.7606837606837606	0.06972702446828555	ENSG00000170881, ENSG00000099985, ENSG00000128342, ENSG00000109686, ENSG00000136231, ENSG00000113721, ENSG00000089195, ENSG00000089041, ENSG00000129460, ENSG00000136770, ENSG00000176386, ENSG00000170312, ENSG00000141552, ENSG00000088305, ENSG00000015133, ENSG00000185627, ENSG00000130816, ENSG00000143674, ENSG00000091436, ENSG00000125207, ENSG00000179914, ENSG00000100354	386	474	12292	1.4780175335038586	1.0	0.9769307957692311	68.27566696706543
GOTERM_BP_5	GO:0006260~DNA replication	11	1.8803418803418803	0.07575686362449821	ENSG00000137309, ENSG00000158402, ENSG00000131747, ENSG00000097046, ENSG00000163918, ENSG00000076003, ENSG00000132646, ENSG00000111328, ENSG00000165392, ENSG00000167513, ENSG00000121274	386	190	12292	1.8436323970548132	1.0	0.9800144413082527	71.38906788882625
GOTERM_BP_5	GO:0043067~regulation of programmed cell death	34	5.811965811965812	0.07619730412604339	ENSG00000104365, ENSG00000011332, ENSG00000175467, ENSG00000089486, ENSG00000164978, ENSG00000142949, ENSG00000124802, ENSG00000133884, ENSG00000170312, ENSG00000162736, ENSG00000091436, ENSG00000181019, ENSG00000187325, ENSG00000118689, ENSG00000196954, ENSG00000142856, ENSG00000165392, ENSG00000067560, ENSG00000131747, ENSG00000188428, ENSG00000019582, ENSG00000089041, ENSG00000136156, ENSG00000079246, ENSG00000003400, ENSG00000100485, ENSG00000101126, ENSG00000104312, ENSG00000160570, ENSG00000152422, ENSG00000115904, ENSG00000110514, ENSG00000124126, ENSG00000162604	386	812	12292	1.333392889047704	1.0	0.9766577690106386	71.60487539061728
GOTERM_BP_5	GO:0012502~induction of programmed cell death	16	2.735042735042735	0.08023299714641832	ENSG00000011332, ENSG00000089486, ENSG00000136156, ENSG00000175467, ENSG00000164978, ENSG00000133884, ENSG00000003400, ENSG00000162736, ENSG00000100485, ENSG00000160570, ENSG00000118689, ENSG00000115904, ENSG00000142856, ENSG00000196954, ENSG00000124126, ENSG00000162604	386	321	12292	1.5872677675011702	1.0	0.9774644416192657	73.51249710231205
GOTERM_BP_5	GO:0031399~regulation of protein modification process	15	2.564102564102564	0.08075508713945008	ENSG00000170881, ENSG00000128342, ENSG00000099985, ENSG00000113721, ENSG00000089041, ENSG00000176386, ENSG00000170312, ENSG00000088305, ENSG00000141552, ENSG00000185627, ENSG00000015133, ENSG00000130816, ENSG00000143674, ENSG00000091436, ENSG00000179914	386	295	12292	1.6192148941775708	1.0	0.9742496920426552	73.75031686361808
GOTERM_BP_5	GO:0007090~regulation of S phase of mitotic cell cycle	3	0.5128205128205128	0.08796805313431875	ENSG00000127616, ENSG00000132323, ENSG00000167513	386	16	12292	5.970854922279793	1.0	0.9785405130608971	76.83777236283406
GOTERM_BP_5	GO:0031061~negative regulation of histone methylation	2	0.3418803418803419	0.09105840422461148	ENSG00000088305, ENSG00000130816	386	3	12292	21.229706390328154	1.0	0.9782902497471473	78.05349127760253
GOTERM_BP_5	GO:0031062~positive regulation of histone methylation	2	0.3418803418803419	0.09105840422461148	ENSG00000088305, ENSG00000130816	386	3	12292	21.229706390328154	1.0	0.9782902497471473	78.05349127760253
GOTERM_BP_5	GO:0010627~regulation of protein kinase cascade	13	2.2222222222222223	0.09205896042203689	ENSG00000104365, ENSG00000128342, ENSG00000185359, ENSG00000099985, ENSG00000089041, ENSG00000106927, ENSG00000000003, ENSG00000143674, ENSG00000104312, ENSG00000091436, ENSG00000162924, ENSG00000069869, ENSG00000067560	386	249	12292	1.662567367917265	1.0	0.9760236849694134	78.43410960858797
GOTERM_BP_5	GO:0007264~small GTPase mediated signal transduction	15	2.564102564102564	0.0989948355672099	ENSG00000147127, ENSG00000116574, ENSG00000129219, ENSG00000157869, ENSG00000188130, ENSG00000100485, ENSG00000213465, ENSG00000132254, ENSG00000138069, ENSG00000088320, ENSG00000115904, ENSG00000143622, ENSG00000174903, ENSG00000162889, ENSG00000067560	386	305	12292	1.566125881253716	1.0	0.979413088802504	80.90734873857228
